check,arm,stratum,method,family,rank,n_rows,coverage,mean,best_method,mean_best,pct_from_best,abs_from_best,n_tied_with_best,n_configs,n_clusters,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,verdict,in_equivalence_set
pmodel,max,verdict,atc,weighted,11,180,1.0,66.84536666666666,v2rl310,64.92746666666666,2.9539116470481983,1.917900000000003,1,180,180,1.9178999999999993,0.621089888888888,3.9518689999999985,1.0,5.918797344808716e-05,inconclusive,0
pmodel,max,verdict,wmdd,weighted,12,180,1.0,66.9034311111111,v2rl310,64.92746666666666,3.043341355960975,1.9759644444444433,1,180,180,1.9759644444444446,0.676183222222223,3.905348666666664,1.0,0.00018642927166394497,inconclusive,0
pmodel,max,verdict,v2rl306,policy,13,180,1.0,67.5052,v2rl310,64.92746666666666,3.9701738966149023,2.5777333333333416,1,180,180,2.5777333333333337,0.4248842222222226,5.580570222222221,1.0,0.05973901545539241,inconclusive,0
pmodel,max,verdict,v2rl309,policy,14,180,1.0,67.91842666666668,v2rl310,64.92746666666666,4.606617435661563,2.9909600000000154,1,180,180,2.99096,0.8228480000000006,6.051614222222222,1.0,0.00016264151523010344,inconclusive,0
pmodel,max,verdict,wspt,processing,15,180,1.0,70.81071777777778,v2rl310,64.92746666666666,9.06126700016704,5.883251111111122,1,180,180,5.883251111111112,2.5253585555555547,10.417077444444446,1.0,7.679281788543987e-08,worse,0
pmodel,max,verdict,random,random,16,180,1.0,82.21121111111111,v2rl310,64.92746666666666,26.620081348896697,17.28374444444445,1,180,180,17.283744444444448,7.588807722222221,29.151685499999996,1.0,2.560102984460719e-06,worse,0
pmodel,max,verdict,lpt,processing,17,180,1.0,102.84803333333333,v2rl310,64.92746666666666,58.40450677268584,37.92056666666667,1,180,180,37.92056666666667,15.206806111111115,69.50734188888889,1.0,6.970098219192445e-05,worse,0
pmodel,max,campus1,atc,weighted,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,edd,duedate,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,lpt,processing,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,pfifo,duedate,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,v2rl301,policy,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,v2rl302,policy,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,v2rl303,policy,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,max,campus1,v2rl304,policy,1,30,1.0,40.50430666666667,atc,40.50430666666667,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
